"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Peru","2007","Articles of rare earths/metals nes","Import","143","0","Weight in kilograms","0"
"Peru","2006","Articles of rare earths/metals nes","Import","330","6","Weight in kilograms","6"
"Peru","2006","Articles of rare earths/metals nes","Export","1170","1","Weight in kilograms","1"
"Peru","2005","Articles of rare earths/metals nes","Import","1625","4","Weight in kilograms","4"
"Peru","2004","Articles of rare earths/metals nes","Import","717","77","Weight in kilograms","77"
"Peru","2004","Articles of rare earths/metals nes","Export","1989","3","Weight in kilograms","3"
"Peru","2003","Articles of rare earths/metals nes","Import","102","1","Weight in kilograms","1"
"Peru","2002","Articles of rare earths/metals nes","Import","3088","20","Weight in kilograms","20"
"Peru","2001","Articles of rare earths/metals nes","Import","778","30","Weight in kilograms","30"
"Peru","2000","Articles of rare earths/metals nes","Export","5","0","Weight in kilograms","0"
"Peru","1999","Articles of rare earths/metals nes","Import","7524","6145","Weight in kilograms","6145"
"Peru","1998","Articles of rare earths/metals nes","Import","1411","28","Weight in kilograms","28"
"Peru","1997","Articles of rare earths/metals nes","Import","998","20","Weight in kilograms","20"
"Peru","1996","Articles of rare earths/metals nes","Import","2505","69","Weight in kilograms","69"
"Peru","1994","Articles of rare earths/metals nes","Import","218","10","Weight in kilograms","10"
"Peru","1994","Articles of rare earths/metals nes","Export","11648","89","Weight in kilograms","89"
"Peru","1992","Articles of rare earths/metals nes","Import","1453","401","Weight in kilograms","401"
"Philippines","2018","Articles of rare earths/metals nes","Import","38281","909.235347833083","Weight in kilograms","909.235347833083"
"Philippines","2018","Articles of rare earths/metals nes","Export","336917","387645.68","Weight in kilograms","387645.68"
"Philippines","2017","Articles of rare earths/metals nes","Import","46491","103.7","Weight in kilograms","102.55"
"Philippines","2017","Articles of rare earths/metals nes","Export","578214","697822.24","Weight in kilograms","662934.98"
"Philippines","2016","Articles of rare earths/metals nes","Import","22792","8542","Weight in kilograms","8542"
"Philippines","2016","Articles of rare earths/metals nes","Export","37694","50401","Weight in kilograms","50401"
"Philippines","2015","Articles of rare earths/metals nes","Import","930752","20702","Weight in kilograms","20702"
"Philippines","2014","Articles of rare earths/metals nes","Import","11052","744","Weight in kilograms","744"
"Philippines","2013","Articles of rare earths/metals nes","Import","551285","50653","Weight in kilograms","50653"
"Philippines","2013","Articles of rare earths/metals nes","Export","227176","59686","Weight in kilograms","59686"
"Philippines","2012","Articles of rare earths/metals nes","Import","25750","534","Weight in kilograms","534"
"Philippines","2011","Articles of rare earths/metals nes","Import","4555222","7220101","Weight in kilograms","7220101"
"Philippines","2010","Articles of rare earths/metals nes","Import","1782553","22824","Weight in kilograms","22824"
"Philippines","2009","Articles of rare earths/metals nes","Import","845633","70831","Weight in kilograms","70831"
"Philippines","2009","Articles of rare earths/metals nes","Export","23240","8673","Weight in kilograms","8673"
"Philippines","2008","Articles of rare earths/metals nes","Import","834","15","Weight in kilograms","15"
"Philippines","2008","Articles of rare earths/metals nes","Export","114091","77224","Weight in kilograms","77224"
"Philippines","2007","Articles of rare earths/metals nes","Import","314033","26669","Weight in kilograms","26669"
"Philippines","2007","Articles of rare earths/metals nes","Export","316395","89759","Weight in kilograms","89759"
"Philippines","2006","Articles of rare earths/metals nes","Import","911146","66023","Weight in kilograms","66023"
"Philippines","2006","Articles of rare earths/metals nes","Export","434419","99449","Weight in kilograms","99449"
"Philippines","2005","Articles of rare earths/metals nes","Import","1712578","214426","Weight in kilograms","214426"
"Philippines","2005","Articles of rare earths/metals nes","Export","1240433","297834","Weight in kilograms","297834"
"Philippines","2004","Articles of rare earths/metals nes","Import","528133","74017","Weight in kilograms","74017"
"Philippines","2004","Articles of rare earths/metals nes","Export","775331","342402","Weight in kilograms","342402"
"Philippines","2003","Articles of rare earths/metals nes","Import","552842","204942","Weight in kilograms","204942"
"Philippines","2003","Articles of rare earths/metals nes","Export","260259","169311","Weight in kilograms","169311"
"Philippines","2002","Articles of rare earths/metals nes","Import","85637","219117","Weight in kilograms","219117"
"Philippines","2002","Articles of rare earths/metals nes","Export","1304235","319897","Weight in kilograms","319897"
"Philippines","2001","Articles of rare earths/metals nes","Import","94754","52052","Weight in kilograms","52052"
"Philippines","2001","Articles of rare earths/metals nes","Export","440203","130410","Weight in kilograms","130410"
"Philippines","2000","Articles of rare earths/metals nes","Import","134237","19928","Weight in kilograms","19928"
"Philippines","2000","Articles of rare earths/metals nes","Export","171109","32875","Weight in kilograms","32875"
"Philippines","1999","Articles of rare earths/metals nes","Import","603089","319707","Weight in kilograms","319707"
"Philippines","1999","Articles of rare earths/metals nes","Export","126888","28085","Weight in kilograms","28085"
"Philippines","1998","Articles of rare earths/metals nes","Import","168442","119711","Weight in kilograms","119711"
"Philippines","1998","Articles of rare earths/metals nes","Export","7947","3479","Weight in kilograms","3479"
"Philippines","1997","Articles of rare earths/metals nes","Import","460056","206742","Weight in kilograms","206742"
"Philippines","1997","Articles of rare earths/metals nes","Export","56320","15189","Weight in kilograms","15189"
"Philippines","1996","Articles of rare earths/metals nes","Import","180070","60716","Weight in kilograms","60716"
"Philippines","1996","Articles of rare earths/metals nes","Export","101725","36125","Weight in kilograms","36125"
"Poland","2019","Articles of rare earths/metals nes","Import","631387","3522.77604620177","Weight in kilograms","3522.77604620177"
"Poland","2019","Articles of rare earths/metals nes","Export","59098","63","Weight in kilograms","63"
"Poland","2018","Articles of rare earths/metals nes","Import","1034720","30456.0297421975","Weight in kilograms","30456.0297421975"
"Poland","2018","Articles of rare earths/metals nes","Export","93722","1104","Weight in kilograms","1104"
"Poland","2017","Articles of rare earths/metals nes","Import","482844","11048.3939414703","Weight in kilograms","11048.3939414703"
"Poland","2017","Articles of rare earths/metals nes","Export","7620","6","Weight in kilograms","6"
"Poland","2016","Articles of rare earths/metals nes","Import","379845","1644","Weight in kilograms","1644"
"Poland","2016","Articles of rare earths/metals nes","Export","127276","323","Weight in kilograms","323"
"Poland","2015","Articles of rare earths/metals nes","Import","575612","1490","Weight in kilograms","1490"
"Poland","2015","Articles of rare earths/metals nes","Export","97302","78","Weight in kilograms","78"
"Poland","2014","Articles of rare earths/metals nes","Import","218022","1270","Weight in kilograms","1270"
"Poland","2014","Articles of rare earths/metals nes","Export","151597","118","Weight in kilograms","118"
"Poland","2013","Articles of rare earths/metals nes","Import","314024","3817","Weight in kilograms","3817"
"Poland","2013","Articles of rare earths/metals nes","Export","5570","1","Weight in kilograms","1"
"Poland","2012","Articles of rare earths/metals nes","Import","216246","1994","Weight in kilograms","1994"
"Poland","2012","Articles of rare earths/metals nes","Export","121159","5021","Weight in kilograms","5021"
"Poland","2011","Articles of rare earths/metals nes","Import","232339","2243","Weight in kilograms","2243"
"Poland","2011","Articles of rare earths/metals nes","Export","230248","3474","Weight in kilograms","3474"
"Poland","2010","Articles of rare earths/metals nes","Import","133755","127","Weight in kilograms","127"
"Poland","2010","Articles of rare earths/metals nes","Export","143345","13","Weight in kilograms","13"
"Poland","2009","Articles of rare earths/metals nes","Import","88613","288","Weight in kilograms","288"
"Poland","2009","Articles of rare earths/metals nes","Export","71082","526","Weight in kilograms","526"
"Poland","2008","Articles of rare earths/metals nes","Import","129910","1332","Weight in kilograms","1332"
"Poland","2008","Articles of rare earths/metals nes","Export","49131","6","Weight in kilograms","6"
"Poland","2007","Articles of rare earths/metals nes","Import","47512","175","Weight in kilograms","175"
"Poland","2007","Articles of rare earths/metals nes","Export","154","10","Weight in kilograms","10"
"Poland","2006","Articles of rare earths/metals nes","Import","86051","163","Weight in kilograms","163"
"Poland","2006","Articles of rare earths/metals nes","Export","14085","72","Weight in kilograms","72"
"Poland","2005","Articles of rare earths/metals nes","Import","59056","96","Weight in kilograms","96"
"Poland","2005","Articles of rare earths/metals nes","Export","4408","5","Weight in kilograms","5"
"Poland","2004","Articles of rare earths/metals nes","Import","63474","151","Weight in kilograms","151"
"Poland","2004","Articles of rare earths/metals nes","Export","89","12","Weight in kilograms","12"
"Poland","2003","Articles of rare earths/metals nes","Import","60000","33","Weight in kilograms","33"
"Poland","1995","Articles of rare earths/metals nes","Export","107000","9687","Weight in kilograms","9687"
"Portugal","2018","Articles of rare earths/metals nes","Import","1364.6412958","8.0597609561753","Weight in kilograms","8.0597609561753"
"Portugal","2018","Articles of rare earths/metals nes","Export","291.90062577","","Weight in kilograms","2.1456783422588"
"Portugal","2017","Articles of rare earths/metals nes","Import","76922.79426238","827.947669982796","Weight in kilograms","827.947669982796"
"Portugal","2017","Articles of rare earths/metals nes","Export","296.94184898","19","Weight in kilograms","19"
"Portugal","2016","Articles of rare earths/metals nes","Import","41616.477057","373.210058159425","Weight in kilograms","373.210058159425"
"Portugal","2015","Articles of rare earths/metals nes","Import","17375.9718909","156.922056833559","Weight in kilograms","156.922056833559"
"Portugal","2014","Articles of rare earths/metals nes","Import","13344","107","Weight in kilograms","107"
"Portugal","2013","Articles of rare earths/metals nes","Import","17672","53","Weight in kilograms","53"
"Portugal","2012","Articles of rare earths/metals nes","Import","10399","31","Weight in kilograms","31"
"Portugal","2011","Articles of rare earths/metals nes","Import","9382","4","Weight in kilograms","4"
"Portugal","2010","Articles of rare earths/metals nes","Import","22282","20","Weight in kilograms","20"
